,x,y,z
0,0.0,0.0,0.0
1,-0.064208984375,0.028076171875,0.15478515625
2,-0.64501953125,-0.220458984375,0.068603515625
3,2.791259765625,-0.02587890625,0.772705078125
4,-0.729736328125,-0.09033203125,0.064453125
5,-0.74658203125,-0.26171875,0.43994140625
6,3.005859375,0.01025390625,-0.57763671875
7,-1.071533203125,-0.06298828125,0.036376953125
8,1.220458984375,0.3203125,0.1318359375
9,2.09130859375,0.002685546875,-0.514892578125
10,-1.2578125,-0.418701171875,-0.075439453125
11,3.38232421875,0.602294921875,-0.364501953125
12,1.395751953125,-0.087158203125,-0.1884765625
13,-0.157470703125,-0.3095703125,-0.626220703125
14,3.6484375,1.110107421875,-0.147216796875
15,-0.03369140625,0.069091796875,0.14111328125
16,-0.298095703125,-0.09765625,-0.068359375
17,3.68798828125,0.207763671875,0.859375
18,-0.475341796875,-0.15234375,0.007568359375
19,0.071533203125,-0.129150390625,0.115478515625
20,3.354736328125,-0.118408203125,-0.479736328125
21,-1.147216796875,-0.104248046875,0.160400390625
22,0.77783203125,0.115234375,-0.302734375
23,1.61865234375,-0.09228515625,0.023681640625
24,-1.29248046875,-0.489013671875,-0.040771484375
25,2.62353515625,0.635009765625,-0.6357421875
26,0.495849609375,-0.0576171875,0.04638671875
27,-0.269775390625,-0.182861328125,0.213623046875
28,2.881591796875,0.36279296875,-0.0869140625
29,-0.2158203125,-0.0966796875,0.291259765625
30,0.089599609375,-0.022705078125,0.03857421875
31,3.30029296875,-0.041748046875,-0.48046875
32,-1.12841796875,-0.030517578125,0.07373046875
33,0.7353515625,-0.315673828125,-0.085205078125
34,2.34521484375,-0.011474609375,-0.716064453125
35,-1.087646484375,-0.265625,0.046142578125
36,1.25830078125,-0.025390625,-0.221435546875
37,1.822265625,-0.139404296875,-0.272216796875
38,-1.253662109375,-0.3115234375,-0.17333984375
39,1.996337890625,0.13671875,-0.678466796875
40,1.314453125,-0.06982421875,0.0283203125
41,-0.826416015625,-0.2216796875,-0.132568359375
42,2.90234375,0.724609375,-0.56005859375
43,0.360107421875,0.00732421875,0.03515625
44,-0.277099609375,-0.17626953125,0.065185546875
45,3.085693359375,0.863525390625,0.06396484375
46,-0.15185546875,-0.10009765625,-0.088134765625
