,x,y,z
0,0.0,0.0,0.0
1,-0.628173828125,0.0078125,0.6181640625
2,-0.294921875,-0.438720703125,1.981689453125
3,2.098876953125,0.306884765625,-2.42822265625
4,-1.146240234375,-0.2646484375,1.0732421875
5,0.91015625,-0.0849609375,-1.839111328125
6,-0.90869140625,-0.206787109375,-0.2734375
7,-0.56689453125,0.031005859375,-1.0888671875
8,1.767578125,0.059326171875,-0.984130859375
9,-1.7236328125,-0.301025390625,1.844970703125
10,3.367919921875,-0.029052734375,-1.79638671875
11,-0.969970703125,-0.25634765625,1.074462890625
12,0.79736328125,-0.16748046875,-2.03955078125
13,-0.81591796875,-0.4560546875,-0.738037109375
14,-0.261474609375,0.206298828125,-0.91552734375
15,0.89208984375,-0.120361328125,-0.65087890625
16,-0.67724609375,-0.226806640625,0.927490234375
17,4.460205078125,0.275390625,-1.170166015625
18,-0.333984375,-0.57470703125,1.45947265625
19,-0.67431640625,-0.029296875,-0.87158203125
20,-0.380126953125,-0.451416015625,-0.453125
21,0.77587890625,0.006103515625,0.78271484375
22,1.515625,0.111572265625,-0.756103515625
23,-0.18359375,-0.3466796875,1.8173828125
24,3.18310546875,-0.096923828125,-1.763671875
25,-1.36669921875,-0.320068359375,1.421875
26,0.98583984375,-0.15234375,-1.84765625
27,-1.356201171875,-0.13232421875,0.08154296875
28,0.0087890625,-0.086181640625,0.6181640625
29,2.640869140625,0.1630859375,-0.745361328125
30,-1.52734375,-0.446044921875,1.87353515625
31,-1.51318359375,-0.21337890625,0.447509765625
32,1.9501953125,0.06689453125,-0.988525390625
33,-0.984375,-0.11669921875,1.327880859375
34,2.669189453125,0.0712890625,-0.312255859375
35,0.032470703125,-0.364501953125,0.881103515625
36,-0.532958984375,0.049560546875,-0.457275390625
37,1.508544921875,0.007080078125,-0.380126953125
38,-0.360107421875,-0.39111328125,1.4833984375
39,1.254638671875,-0.0419921875,-1.248779296875
40,-1.007080078125,-0.314453125,-0.09130859375
41,0.274658203125,-0.04931640625,-0.142822265625
42,1.84716796875,0.14208984375,-0.937255859375
43,-0.4423828125,-0.536376953125,1.875
44,1.251220703125,-0.1181640625,-1.54638671875
45,-0.597412109375,-0.34033203125,-0.058837890625
46,-0.066650390625,0.07568359375,0.318359375
47,3.2236328125,0.318603515625,-1.353271484375
48,-0.53369140625,-0.690673828125,2.111572265625
49,1.389892578125,-0.21337890625,-1.6357421875
50,-1.583984375,-0.135009765625,0.009765625
51,-0.02734375,-0.0009765625,-0.69091796875
52,1.42626953125,0.012451171875,-1.16650390625
53,-0.412841796875,-0.429443359375,1.817626953125
54,2.34423828125,0.220458984375,-1.644287109375
55,-1.009521484375,-0.272216796875,0.385986328125
56,0.302734375,-0.0048828125,-0.67724609375
57,0.89013671875,-0.26220703125,-1.14111328125
58,-0.5849609375,-0.291015625,0.700439453125
59,3.486572265625,-0.000732421875,-1.76708984375
60,-0.563232421875,-0.21337890625,1.123291015625
61,0.529541015625,-0.171630859375,-1.150390625
62,-0.665771484375,-0.645263671875,-0.75439453125
63,0.054931640625,-0.07470703125,0.48828125
64,3.197021484375,0.10400390625,-1.806640625
65,-0.923095703125,-0.155029296875,0.81298828125
66,0.715087890625,-0.24267578125,-0.91943359375
67,0.989501953125,-0.255859375,-1.0595703125
68,-1.02783203125,-0.10693359375,0.993408203125
69,1.708251953125,-0.290283203125,-1.48193359375
70,-0.648681640625,-0.630859375,-0.541259765625
71,0.46875,-0.083740234375,-0.99560546875
72,1.50439453125,-0.067138671875,-1.08154296875
73,-1.08642578125,-0.266357421875,1.52587890625
74,1.86083984375,-0.190673828125,-1.332763671875
75,0.313232421875,-0.353515625,-0.9365234375
76,0.25927734375,0.032470703125,-0.267822265625
77,1.87158203125,-0.2109375,-1.03759765625
78,-0.144775390625,-0.3505859375,-0.5322265625
79,0.366943359375,-0.088134765625,-0.774169921875
80,2.286376953125,-0.16796875,-0.958740234375
81,-0.594482421875,-0.08056640625,1.260009765625
82,1.84033203125,-0.441162109375,-1.05322265625
83,1.40185546875,-0.232177734375,-0.9306640625
84,-0.964599609375,-0.032470703125,1.808837890625
85,1.57080078125,-0.511474609375,-1.18701171875
86,1.13330078125,-0.38525390625,-0.93505859375
87,-1.4892578125,-0.072265625,1.257568359375
88,1.35595703125,-0.477783203125,-0.958984375
89,-0.260009765625,-0.41259765625,-0.4306640625
90,0.5537109375,0.0556640625,-0.92138671875
91,2.10546875,-0.12109375,-1.2900390625
92,-0.82177734375,-0.28759765625,1.578857421875
93,0.436767578125,-0.325927734375,-0.3662109375
94,1.61181640625,-0.243408203125,-0.962646484375
95,-1.287109375,-0.330322265625,1.837890625
96,1.109375,-0.500732421875,-1.05126953125
